tsne_1,tsne_2,sirna_id,predicted,experiment,plate,well
9.516992,17.76152,1115,1115,HEPG2-08,1,J15
-41.174614,11.840235,1125,1125,RPE-06,1,M19
-25.634182,11.060322,1125,1125,HEPG2-07,3,J07
1.9766743,2.930599,1138,1138,U2OS-03,2,B02
16.721357,-21.953959,1131,1131,HEPG2-07,2,C03
-69.42032,-2.9705207,1123,1123,HUVEC-18,3,H15
-52.006405,-19.750412,1109,1109,HUVEC-09,1,F22
29.084705,-20.202206,1130,1130,HEPG2-03,1,J07
20.612991,58.326096,1115,1115,HUVEC-09,2,M03
-14.177591,64.189995,1134,1134,HUVEC-13,3,M11
-23.299187,-8.25952,1136,1136,HEPG2-05,1,H07
-45.345467,-4.7873335,1136,1136,HUVEC-18,4,M19
-55.954456,29.323753,1116,1116,HUVEC-16,1,M03
-19.315939,-23.165329,1117,1117,HEPG2-07,3,H07
41.17561,-17.948292,1133,1133,HUVEC-05,1,J07
-10.7920475,-15.670844,1116,1116,RPE-08,4,H22
-2.8496358,-48.11944,1128,1128,HUVEC-11,4,M07
14.469539,5.495022,1133,1133,HEPG2-02,2,J07
28.40548,-7.3882923,1133,1124,RPE-08,2,M19
23.188122,-34.455925,1130,1130,HUVEC-07,1,J19
-19.387243,33.195652,1137,1137,HEPG2-11,1,J19
17.646381,40.829044,1129,1129,HUVEC-04,1,C03
44.099216,20.146927,1121,1121,RPE-04,2,M11
29.857054,-7.0231123,1133,1133,RPE-11,4,H03
-1.2688608,-6.616436,1138,1138,HUVEC-15,3,B02
0.3264318,-4.5392675,1138,1138,HUVEC-20,3,B02
-11.340517,15.273157,1126,1126,HUVEC-11,1,M03
11.917969,49.502296,1115,1115,RPE-03,3,F07
-25.786486,-8.781847,1136,1136,HEPG2-09,2,M19
-12.124424,17.872143,1126,1126,HUVEC-09,1,C15
29.060343,9.473017,1108,1108,HEPG2-02,3,M22
-18.948395,-22.748594,1117,1117,HEPG2-06,3,F19
-51.522045,-23.17548,1109,1109,HUVEC-11,4,F22
-20.633873,-60.14874,1135,1135,HUVEC-03,1,F22
29.25214,-8.38657,1133,1133,RPE-09,4,M19
21.686584,58.4882,1115,1115,HUVEC-11,2,J15
42.526863,-18.596245,1133,1133,HUVEC-10,4,J19
43.087585,-20.041742,1133,1133,HUVEC-10,1,J15
-44.00097,-5.685875,1136,1136,HUVEC-14,4,M11
54.35503,25.663305,1121,1121,HUVEC-11,1,H03
-58.855667,10.420587,1123,1123,RPE-02,2,J11
-2.9173706,8.071927,1126,1126,U2OS-05,4,H11
12.912192,-69.156334,1131,1131,HUVEC-23,2,C07
-1.6913015,-26.067596,1117,1117,RPE-01,4,J22
1.0704267,69.68726,1134,1134,RPE-08,2,H15
32.255554,-33.931747,1130,1130,U2OS-05,3,C15
-45.42987,-6.5832276,1136,1136,HUVEC-09,2,M11
-17.431023,-23.80084,1128,1128,HEPG2-06,4,C07
-32.219448,2.3348541,1123,1123,HEPG2-02,3,H07
-12.617916,60.25858,1134,1134,HUVEC-08,3,C19
-29.940575,-36.65433,1135,1135,RPE-03,4,M15
20.574476,57.788116,1115,1115,HUVEC-10,4,J03
-10.746971,16.57301,1126,1126,HUVEC-07,3,J03
-41.445526,-7.1567993,1136,1136,HUVEC-13,1,F03
17.947798,-22.729485,1131,1131,HEPG2-09,4,H11
5.509089,-20.359398,1116,1116,U2OS-05,1,H22
10.034297,17.813856,1115,1115,HEPG2-10,2,F19
-0.82960737,49.811234,1124,1124,RPE-08,2,H03
8.213761,17.546185,1115,1115,HEPG2-08,2,M22
61.400787,9.666805,1121,1121,HEPG2-09,3,M22
71.18485,-10.340684,1124,1124,HUVEC-23,3,C03
20.869528,-40.65147,1130,1130,HUVEC-05,4,H11
72.92547,-7.622615,1124,1124,HUVEC-15,2,F19
28.785992,9.408751,1108,1108,HEPG2-01,1,H22
-31.184553,-13.689778,1136,1136,U2OS-05,4,J15
-19.124794,33.30406,1137,1137,HEPG2-05,4,H19
-31.034388,-0.09868927,1123,1123,HEPG2-05,1,J11
-11.851543,18.877796,1126,1126,HUVEC-22,2,F07
0.87055695,41.262455,1124,1124,U2OS-02,2,H19
18.006435,-22.774641,1131,1131,HEPG2-09,4,H11
-72.41585,-1.9876999,1123,1123,HUVEC-22,1,J11
72.00046,-8.508252,1124,1124,HUVEC-13,1,M19
-5.3501577,3.7434213,1125,1125,U2OS-01,3,F03
52.552517,23.71868,1121,1121,HUVEC-11,1,H03
-2.082088,9.49349,1126,1126,U2OS-05,2,J15
-31.253008,2.6854942,1123,1123,HEPG2-10,4,J22
-1.1496183,-8.5964155,1138,1138,HUVEC-08,2,B02
29.65914,-7.6174498,1133,1133,RPE-02,1,J19
-50.692165,-19.704836,1109,1109,HUVEC-15,4,J19
-2.241162,24.564596,1126,1126,HEPG2-09,1,H19
16.574867,-23.109066,1131,1131,HEPG2-05,3,F11
-18.608582,31.406973,1137,1137,HEPG2-07,3,J19
9.230516,-19.252628,1131,1131,U2OS-02,4,H07
-17.85073,2.6985712,1109,1109,HEPG2-09,1,C07
44.35876,-17.20803,1133,1133,HUVEC-22,2,J07
-9.72561,-15.835079,1116,1116,RPE-04,2,H15
4.702365,-19.366869,1116,1116,U2OS-02,2,M07
-0.49275956,17.167528,1126,1126,RPE-07,2,M19
-43.134293,49.58203,1137,1137,RPE-08,1,J07
-18.020454,-42.38707,1135,1135,HEPG2-09,3,C11
0.5714427,48.616104,1124,1124,RPE-11,4,H15
-1.7573726,-49.853573,1128,1128,HUVEC-20,2,C11
-46.72237,-42.146557,1109,1109,RPE-11,1,J22
-1.3423655,16.354954,1126,1126,RPE-07,1,C22
20.325161,55.410988,1115,1115,HUVEC-13,2,M22
-45.322453,-8.21953,1136,1136,HUVEC-16,4,H19
33.054497,35.749382,1129,1129,HUVEC-13,2,J03
-10.789027,18.801485,1126,1126,HUVEC-15,4,J07
44.53938,-18.480864,1133,1133,HUVEC-15,1,J19
20.916288,-40.615376,1130,1130,HUVEC-05,1,F07
-2.0539763,-47.104843,1117,1117,HUVEC-15,3,J19
1.4504616,71.04714,1134,1134,RPE-10,4,M15
-69.70075,-2.7948916,1123,1123,HUVEC-23,4,H03
-11.600816,17.546835,1126,1126,HUVEC-13,3,J19
-1.9432147,25.340067,1126,1126,HEPG2-09,2,J11
9.920023,50.06165,1115,1115,RPE-11,4,H11
-33.49192,24.077349,1125,1125,HUVEC-17,4,J15
22.13692,56.846653,1115,1115,HUVEC-21,1,M11
-70.24595,-2.228366,1123,1123,HUVEC-04,3,H19
10.020642,-19.826376,1131,1131,U2OS-01,3,H15
-70.39472,-0.26135084,1123,1123,HUVEC-21,1,J19
17.774834,41.349464,1129,1129,HUVEC-01,2,H11
-30.98512,23.592619,1125,1125,HUVEC-21,2,J07
-13.431351,62.601887,1134,1134,HUVEC-23,2,H22
-32.327496,-36.608585,1135,1135,RPE-09,1,C22
-30.878616,0.44886485,1123,1123,HEPG2-09,1,J15
-50.812454,-20.999533,1109,1109,HUVEC-24,1,M19
31.493837,-34.133644,1130,1130,U2OS-01,4,J15
14.340759,23.475967,1115,1115,U2OS-02,3,J15
56.13768,28.225204,1121,1121,HUVEC-02,1,H07
45.34962,-19.327923,1133,1133,HUVEC-08,1,M19
-31.122385,-13.648214,1136,1136,U2OS-05,3,F03
26.288702,9.706581,1108,1108,HEPG2-09,4,F07
-42.81718,-7.3893585,1136,1136,HUVEC-15,4,M22
-31.163935,1.6974947,1123,1123,HEPG2-06,2,J07
9.832657,-66.85691,1131,1131,HUVEC-13,1,F19
44.744186,-2.0725048,1108,1108,HUVEC-22,1,H15
9.639898,-69.30897,1131,1131,HUVEC-02,3,J22
20.881893,-40.64741,1130,1130,HUVEC-05,3,M03
0.13348033,40.877808,1124,1124,U2OS-04,1,J03
-57.83104,10.967345,1123,1123,RPE-10,1,M03
53.495354,25.137459,1121,1121,HUVEC-20,2,J03
-29.708496,38.52293,1137,1137,HUVEC-15,1,J22
-22.114717,-0.8196789,1109,1109,HUVEC-05,1,F11
-32.401028,3.4793017,1123,1123,HEPG2-01,4,J11
20.44223,13.830022,1108,1108,U2OS-02,4,M15
-28.854427,38.869785,1137,1137,HUVEC-13,2,J19
-21.708088,-57.55272,1135,1135,HUVEC-13,1,C15
42.419754,-21.187376,1133,1133,HUVEC-06,3,C19
23.228464,-1.1383928,1133,1133,U2OS-04,2,C19
-35.13388,-19.529442,1136,1136,RPE-01,1,M07
23.049877,-1.1185665,1133,1133,U2OS-02,3,F03
-18.110708,-42.247345,1135,1135,HEPG2-09,1,C15
69.977974,-8.722245,1124,1124,HUVEC-24,4,H15
12.313139,-70.46945,1131,1131,HUVEC-12,3,F11
53.16749,16.558727,1121,1121,U2OS-03,1,C07
-1.9838412,17.653236,1126,1126,RPE-04,1,J03
22.638615,-39.13267,1130,1130,HUVEC-17,2,C22
-2.7894266,-5.207372,1138,1138,HUVEC-01,3,B02
-46.73542,-41.165085,1109,1109,RPE-04,3,H11
-9.931597,35.80787,1134,1134,HEPG2-05,2,M03
47.33116,-20.862413,1133,1133,HUVEC-01,4,H19
9.622259,-67.93435,1131,1131,HUVEC-01,4,C11
45.21416,-0.6772727,1108,1108,HUVEC-10,4,F07
-30.482212,1.8972719,1123,1123,HEPG2-10,1,M22
-1.6738899,-52.343693,1128,1128,HUVEC-24,4,F15
-14.552282,17.982578,1126,1126,HUVEC-12,1,J03
30.041489,23.703232,1129,1129,RPE-04,2,F03
3.8868942,-18.546814,1116,1116,U2OS-04,4,F11
26.18248,7.403161,1108,1108,HEPG2-08,2,J15
-23.989828,-9.62477,1136,1136,HEPG2-04,3,C03
72.29975,-5.451569,1124,1124,HUVEC-07,2,H19
43.904842,-18.597864,1133,1133,HUVEC-20,4,F11
-0.06615632,61.23516,1134,1134,U2OS-04,3,J22
31.505018,-7.4113936,1133,1133,RPE-01,3,M03
42.689533,-20.621986,1133,1133,HUVEC-23,2,M22
-4.5706534,-48.347706,1117,1117,HUVEC-13,4,C11
1.0463036,-8.280504,1138,1138,HUVEC-18,2,B02
1.3507481,-51.407616,1128,1128,HUVEC-18,4,J11
19.540539,34.01704,1129,1129,HEPG2-04,3,M22
72.76709,-7.9594517,1124,1124,HUVEC-09,4,F19
-54.819622,28.438873,1116,1116,HUVEC-13,4,C15
-31.524137,-37.161346,1135,1135,RPE-05,2,H11
-27.042847,42.68076,1137,1137,HUVEC-21,3,M07
60.02707,11.551324,1121,1121,HEPG2-10,2,J15
-11.2821245,17.263498,1126,1126,HUVEC-09,3,F03
-19.092249,-40.009113,1135,1135,HEPG2-08,4,H11
-16.598661,64.761795,1134,1134,HUVEC-16,4,J07
24.513777,-34.03164,1130,1130,HUVEC-08,1,M22
-29.445417,42.22381,1137,1137,HUVEC-10,3,M15
-68.12731,-3.2477632,1123,1123,HUVEC-07,3,H15
-13.206104,18.720886,1126,1126,HUVEC-13,3,J19
-25.271301,9.249351,1125,1125,HEPG2-02,4,C15
-69.37196,-1.0162479,1123,1123,HUVEC-20,2,F19
-13.95421,18.516575,1126,1126,HUVEC-13,2,M19
12.129561,49.93833,1115,1115,RPE-07,2,H03
-2.0504475,48.78882,1124,1124,RPE-05,4,F11
-22.07183,-56.802055,1135,1135,HUVEC-15,4,J15
71.17778,-9.661382,1124,1124,HUVEC-04,4,H22
-10.426243,-33.5254,1117,1117,U2OS-05,2,M03
46.38376,-16.385134,1133,1133,HUVEC-21,3,C07
20.116919,58.965145,1115,1115,HUVEC-20,4,M22
-42.645344,48.374508,1137,1137,RPE-04,4,H15
-2.0410135,9.483509,1126,1126,U2OS-05,2,J15
24.79505,-36.17764,1130,1130,HUVEC-06,3,F15
2.9195428,-48.867245,1128,1128,HUVEC-19,4,J19
-16.852715,-24.036615,1128,1117,HEPG2-05,1,M03
-59.89791,9.502999,1123,1123,RPE-02,2,J11
-23.13704,-59.656982,1135,1135,HUVEC-02,2,H11
-4.831752,-47.998356,1117,1117,HUVEC-23,3,J11
7.0179367,5.7779922,1138,1138,HEPG2-07,1,B02
-12.593512,60.27982,1134,1134,HUVEC-18,4,M11
19.067732,21.377163,1129,1129,U2OS-02,4,H22
55.04812,25.353466,1121,1121,HUVEC-07,1,H07
10.279921,-38.55466,1128,1128,HUVEC-03,2,H07
-46.47492,-6.982095,1136,1136,HUVEC-08,1,C22
1.1978242,41.291504,1124,1124,U2OS-03,1,M22
56.443012,25.123657,1121,1121,HUVEC-19,2,M07
15.542975,-22.880901,1131,1131,HEPG2-04,4,M07
41.184948,-40.161667,1130,1130,RPE-07,3,H15
32.06635,-33.901325,1130,1130,U2OS-05,4,H07
-54.574375,-19.524649,1109,1109,HUVEC-12,1,F19
42.576706,0.89327306,1108,1108,HUVEC-11,2,J22
7.836218,4.0721426,1138,1138,HEPG2-11,4,B02
-19.291338,32.62695,1137,1137,HEPG2-06,4,F19
10.449728,49.010532,1115,1115,RPE-06,3,F19
36.930325,11.900857,1108,1108,RPE-07,1,J11
7.1848927,35.758144,1124,1124,HEPG2-01,3,F07
-18.079926,-24.976772,1128,1128,HEPG2-06,3,F07
-30.5539,35.89292,1137,1109,HUVEC-05,1,J03
3.126867,-50.855347,1117,1117,HUVEC-18,2,F15
19.233389,33.733532,1129,1129,HEPG2-02,2,M19
-30.94608,33.985134,1125,1125,HUVEC-05,3,M22
32.97307,37.302845,1129,1129,HUVEC-09,2,H07
45.745308,0.39641213,1108,1108,HUVEC-01,3,F19
-54.673794,3.412071,1123,1123,U2OS-01,4,H07
25.134665,-36.02461,1130,1130,HUVEC-15,2,C15
-54.88417,30.707994,1116,1116,HUVEC-03,2,C03
54.07079,29.335482,1121,1121,HUVEC-14,2,M19
8.733998,-68.80612,1131,1131,HUVEC-16,4,H11
43.334953,-18.87922,1133,1133,HUVEC-10,4,J19
-55.429104,-20.809643,1109,1109,HUVEC-06,3,C07
37.73527,10.979634,1108,1108,RPE-01,2,M19
-14.396123,65.77826,1134,1134,HUVEC-01,2,J03
10.007212,-68.1295,1131,1131,HUVEC-13,2,H03
10.503292,-67.1604,1131,1131,HUVEC-07,2,J22
-30.939835,41.24676,1137,1137,HUVEC-04,4,J19
-32.608814,2.6813507,1123,1123,HEPG2-02,1,F07
26.763596,-55.327633,1131,1131,RPE-03,4,J22
21.281033,54.63723,1115,1115,HUVEC-24,3,M03
2.1543276,-7.198871,1138,1138,HUVEC-24,1,K22
-0.6890301,61.34914,1134,1134,U2OS-02,3,J11
-8.871695,35.62095,1134,1134,HEPG2-03,2,J19
-1.6510992,-48.389515,1117,1117,HUVEC-11,2,M22
30.182375,22.463171,1129,1129,RPE-10,2,F03
-3.2508795,-28.659916,1128,1128,RPE-05,1,H19
54.481384,26.439928,1121,1121,HUVEC-03,2,F11
29.118204,22.0328,1129,1129,RPE-07,1,J03
-14.043821,63.534798,1134,1134,HUVEC-03,2,J22
-20.093681,-41.27835,1135,1135,HEPG2-07,4,M07
-41.579037,10.108665,1125,1125,RPE-03,1,H22
52.9734,26.94456,1121,1121,HUVEC-21,3,J19
0.4378477,61.128365,1134,1134,U2OS-04,4,J22
21.057919,55.097946,1115,1115,HUVEC-08,3,C03
69.12058,-7.2030816,1124,1124,HUVEC-16,2,J22
-18.83017,43.28779,1137,1137,U2OS-01,3,H22
45.88143,-21.519228,1133,1133,HUVEC-04,4,J15
-29.559929,38.87241,1137,1137,HUVEC-15,1,J22
-13.526179,15.025511,1126,1126,HUVEC-02,2,H22
-9.030298,35.304115,1134,1134,HEPG2-05,1,J15
-33.1859,-21.720125,1136,1136,RPE-05,3,J03
18.131393,-13.020638,1116,1116,HEPG2-05,2,F15
-34.794006,-19.583881,1136,1136,RPE-01,2,C07
7.56595,17.028387,1115,1115,HEPG2-01,1,H03
-34.512077,-19.969742,1136,1136,RPE-03,1,M19
-9.110335,-15.747964,1116,1116,RPE-11,3,H19
-29.754353,39.213673,1137,1137,HUVEC-15,2,F07
41.84159,-38.974667,1130,1130,RPE-05,1,M22
-54.009388,29.758966,1116,1116,HUVEC-10,1,M07
-14.214313,18.780346,1126,1126,HUVEC-14,1,J15
-23.823915,-56.998924,1135,1135,HUVEC-09,4,H19
42.89296,18.757248,1121,1121,RPE-05,4,C03
9.559774,-5.047787,1138,1138,RPE-03,3,B02
-16.939362,2.2153363,1109,1109,HEPG2-03,2,M07
25.789446,9.389376,1108,1108,HEPG2-03,3,J22
75.00186,-8.330615,1124,1124,HUVEC-22,3,M03
43.23468,19.840677,1121,1121,RPE-04,1,M22
-26.035837,11.117868,1125,1125,HEPG2-05,1,J07
-54.935703,4.373817,1123,1123,U2OS-04,4,H22
-14.139416,15.166597,1126,1126,HUVEC-01,4,M07
10.402059,5.706562,1134,1134,HEPG2-01,1,J15
61.006824,9.333998,1121,1121,HEPG2-07,4,H07
30.43693,37.59768,1129,1129,HUVEC-21,1,H03
25.115974,-37.327526,1130,1130,HUVEC-20,4,J07
9.720429,-19.606075,1131,1131,U2OS-05,3,J15
14.559393,23.852776,1115,1115,U2OS-03,1,H19
-33.570835,-19.187101,1136,1136,RPE-08,4,J03
-24.487942,-8.478466,1136,1136,HEPG2-11,2,F15
-67.97003,-3.3612869,1123,1123,HUVEC-15,2,F11
-3.6825302,16.818172,1126,1126,RPE-01,4,C07
46.63937,-0.75866,1108,1108,HUVEC-11,2,J22
-17.033344,63.531662,1134,1134,HUVEC-19,3,C07
9.949307,-19.70852,1131,1131,U2OS-01,2,M03
-12.750311,63.991657,1134,1134,HUVEC-10,4,M22
30.334932,-8.531702,1133,1133,RPE-03,1,M07
46.538345,-16.002926,1133,1133,HUVEC-21,2,M03
-0.68344605,49.319733,1124,1124,RPE-09,2,C22
-41.45117,50.052547,1137,1137,RPE-06,2,F07
12.078558,48.27662,1115,1115,RPE-08,3,J03
-1.1899322,47.918205,1124,1124,RPE-10,2,M19
-54.012688,3.966443,1123,1123,U2OS-05,4,H22
-33.315056,20.215288,1125,1125,HUVEC-01,4,F11
-32.190643,20.906937,1125,1125,HUVEC-04,2,H15
52.604076,24.85816,1121,1121,HUVEC-15,3,C03
12.081507,-5.651458,1138,1138,RPE-08,2,B02
-42.667408,11.664336,1125,1125,RPE-04,2,J19
-44.32676,-6.8500953,1136,1136,HUVEC-19,2,M03
38.635426,11.640895,1108,1108,RPE-02,2,M22
-30.849752,39.156425,1137,1137,HUVEC-23,1,C15
21.174343,41.125652,1129,1129,HUVEC-05,4,C11
-31.548594,41.868126,1137,1137,HUVEC-04,3,F03
44.982243,0.23104915,1108,1108,HUVEC-07,1,C03
5.38091,-38.34379,1128,1128,HEPG2-04,4,C19
-70.39223,-3.1287332,1123,1123,HUVEC-22,3,C11
-2.3751001,47.703373,1124,1124,RPE-09,3,M22
-34.65318,20.73976,1125,1125,HUVEC-10,4,M03
-13.728383,62.988834,1134,1134,HUVEC-04,1,H22
1.27298,70.49514,1134,1134,RPE-11,3,C03
7.625651,-31.64161,1128,1128,U2OS-03,3,J19
-68.474686,-3.5094721,1123,1123,HUVEC-15,3,M11
21.503572,57.294884,1115,1115,HUVEC-13,3,H19
22.938833,58.346157,1115,1115,HUVEC-04,1,C07
14.153971,4.0590825,1133,1133,HEPG2-04,1,F11
-15.1172495,63.44719,1134,1134,HUVEC-02,4,F03
-12.049805,19.064972,1126,1126,HUVEC-15,3,J07
72.72292,-8.984576,1124,1124,HUVEC-08,1,H19
1.3551615,3.0390663,1138,1138,U2OS-02,2,B02
44.33252,20.215048,1121,1121,RPE-10,1,J19
42.968746,-18.76221,1133,1133,HUVEC-10,2,F19
39.40843,-38.560905,1130,1130,RPE-03,4,J19
52.03054,28.013868,1121,1121,HUVEC-17,1,H22
52.003963,24.053192,1121,1121,HUVEC-17,4,H15
-31.011122,-13.836703,1136,1136,U2OS-05,2,M19
14.392119,24.173035,1115,1115,U2OS-03,2,H19
-9.62319,-15.764022,1116,1116,RPE-04,3,F15
52.788597,16.320566,1121,1121,U2OS-01,2,F03
45.355213,-1.7417713,1108,1108,HUVEC-15,3,J03
26.912695,-54.208904,1131,1131,RPE-05,1,H15
-12.641501,14.729581,1126,1126,HUVEC-02,2,H22
-45.350506,-42.328907,1109,1109,RPE-11,4,J19
-28.160109,41.656845,1137,1137,HUVEC-23,4,M19
19.10219,32.783253,1129,1129,HEPG2-01,4,C07
-3.7786772,-6.1714554,1138,1138,HUVEC-17,1,B02
22.18102,-33.80706,1130,1130,HUVEC-04,4,F19
18.795252,21.875393,1129,1129,U2OS-02,1,M11
-12.609602,18.830793,1126,1126,HUVEC-11,3,M07
-32.890705,-37.432396,1135,1135,RPE-07,4,C22
44.478386,-16.99008,1133,1133,HUVEC-22,2,J07
54.728703,21.759117,1121,1121,HUVEC-05,1,M07
-59.63849,9.471066,1123,1123,RPE-07,1,M11
-24.741444,9.613217,1125,1125,HEPG2-03,1,J15
-1.3019572,-29.01305,1128,1128,RPE-05,3,J07
24.40691,-36.22759,1130,1130,HUVEC-15,4,J03
-17.91017,-40.95143,1135,1135,HEPG2-05,1,C22
9.203742,-70.194534,1131,1131,HUVEC-02,1,C15
-19.012085,-24.641314,1128,1128,HEPG2-11,4,F19
-12.326241,65.28409,1134,1134,HUVEC-11,3,F15
61.676636,10.109427,1121,1121,HEPG2-05,1,M22
-54.711628,-23.000288,1109,1109,HUVEC-22,1,H11
42.991898,1.172827,1108,1108,HUVEC-15,4,H19
6.863206,35.065887,1124,1124,HEPG2-06,4,H19
19.761084,34.080734,1129,1129,HEPG2-04,4,H19
-27.675827,39.71431,1137,1137,HUVEC-07,2,M22
0.5300657,24.065268,1126,1126,HEPG2-03,4,C22
-53.47186,-22.66172,1109,1109,HUVEC-22,3,J22
-2.0702171,-26.158037,1117,1117,RPE-02,4,H19
-46.76316,-41.201427,1109,1109,RPE-02,4,H15
-9.532844,-16.243866,1116,1116,RPE-02,2,J07
24.035883,-37.59528,1130,1130,HUVEC-14,1,H15
-29.855614,38.957806,1137,1137,HUVEC-11,2,C07
-19.386438,33.80867,1137,1137,HEPG2-10,1,C19
-1.6123037,61.329514,1134,1134,U2OS-05,3,F19
51.870518,25.222744,1121,1121,HUVEC-02,2,M19
-20.102251,-60.160122,1135,1135,HUVEC-03,1,F22
5.2515936,-19.572105,1116,1116,U2OS-03,3,C03
42.92441,19.63264,1121,1121,RPE-01,1,M11
-13.719003,65.26827,1134,1134,HUVEC-09,4,H15
8.479215,5.4510527,1138,1138,HEPG2-10,1,B02
7.0190725,5.29189,1138,1138,HEPG2-06,1,B02
-0.9615479,-6.5603595,1138,1138,HUVEC-02,1,B02
8.158566,6.3480544,1138,1138,HEPG2-02,1,B02
29.754206,-7.668112,1133,1133,RPE-02,4,J19
12.128314,49.859383,1115,1115,RPE-04,4,J15
-33.041553,19.356487,1125,1125,HUVEC-19,3,H22
29.78474,-8.066022,1133,1133,RPE-05,4,C11
21.118073,13.948191,1108,1108,U2OS-05,4,C03
5.2953725,-19.656471,1116,1116,U2OS-01,1,J22
31.742899,37.66723,1129,1129,HUVEC-11,4,J07
-1.3738785,61.317112,1134,1134,U2OS-03,3,J15
-56.33987,28.441296,1116,1116,HUVEC-16,3,H03
-0.10826589,-7.4956346,1138,1138,HUVEC-12,2,B02
-12.081065,14.881281,1126,1126,HUVEC-19,4,C07
-2.939574,-28.353848,1128,1128,RPE-06,1,H11
41.939205,-39.16271,1130,1130,RPE-06,2,H22
69.18373,-7.9647346,1124,1124,HUVEC-14,2,F07
0.75762266,24.730524,1126,1126,HEPG2-04,2,M03
7.6154556,35.759106,1124,1124,HEPG2-02,4,J15
0.68444234,26.576548,1126,1126,HEPG2-08,4,H15
-14.506605,1.4928846,1109,1109,HEPG2-05,1,F22
-18.012707,-26.894943,1117,1117,HEPG2-04,3,M11
51.551533,23.978987,1121,1121,HUVEC-06,2,C11
-1.8027217,9.364983,1126,1126,U2OS-02,2,F11
-58.477005,9.402452,1123,1123,RPE-08,4,F15
0.19826233,41.369568,1124,1124,U2OS-02,3,H11
-71.410164,-5.1857805,1123,1123,HUVEC-10,2,M07
-18.851383,43.068718,1137,1137,U2OS-01,3,H22
25.91274,-36.49546,1130,1130,HUVEC-23,2,J22
-24.50063,-58.28062,1135,1135,HUVEC-24,1,F15
-69.71221,-2.438497,1123,1123,HUVEC-20,3,J11
46.319298,-16.051521,1133,1133,HUVEC-21,2,M03
-16.964117,2.161209,1109,1109,HEPG2-07,1,F11
54.17913,24.957144,1121,1121,HUVEC-11,2,H11
-59.412647,10.145927,1123,1123,RPE-09,4,H11
14.3114395,23.719784,1115,1115,U2OS-03,2,H19
32.585022,36.464226,1129,1129,HUVEC-13,4,C22
38.05403,13.024425,1108,1108,RPE-08,2,C03
30.369947,-20.782265,1130,1130,HEPG2-03,4,F11
-15.358541,18.930185,1126,1126,HUVEC-24,1,H15
73.35135,-8.262971,1124,1124,HUVEC-08,4,M11
11.698746,-5.609352,1138,1138,RPE-06,4,I09
-51.22054,-23.912138,1109,1109,HUVEC-11,2,C15
-18.773174,-23.016712,1117,1117,HEPG2-06,3,F19
27.65503,-55.37476,1131,1131,RPE-08,3,M03
22.062143,-35.218,1130,1130,HUVEC-10,3,F07
-13.703879,-3.8408098,1109,1109,U2OS-03,2,F15
-53.92757,29.724964,1116,1116,HUVEC-06,2,C15
-13.299708,17.732597,1126,1126,HUVEC-14,3,F07
5.2861032,-38.228,1128,1128,HEPG2-04,4,C19
11.243051,-69.30444,1131,1131,HUVEC-15,1,M15
-40.857056,11.029814,1125,1125,RPE-08,1,M03
-2.4827042,-10.081704,1138,1138,HUVEC-08,3,B02
69.30713,-8.1260195,1124,1124,HUVEC-14,2,F07
-19.679558,-41.542336,1135,1135,HEPG2-06,3,J22
37.743603,9.561904,1108,1108,RPE-07,1,J11
2.3445928,-50.57396,1117,1117,HUVEC-18,1,F15
22.66081,-36.669827,1130,1130,HUVEC-04,2,C22
59.036777,10.847752,1121,1121,HEPG2-10,1,H11
41.1275,-38.926334,1130,1130,RPE-11,1,J07
-42.46391,-6.9045963,1136,1136,HUVEC-17,2,M11
14.569121,-65.175026,1131,1131,HUVEC-05,1,C19
9.580311,15.515397,1115,1121,HEPG2-09,2,M07
-34.805378,23.917604,1125,1125,HUVEC-06,3,C11
-16.070251,63.722004,1134,1134,HUVEC-19,1,C22
32.80197,34.680378,1129,1129,HUVEC-19,4,F15
43.516182,1.0277516,1108,1108,HUVEC-06,3,J15
6.919605,5.5240846,1138,1138,HEPG2-05,2,B02
-41.43112,11.1887665,1125,1125,RPE-06,3,H11
0.33065653,-8.950736,1138,1138,HUVEC-11,1,B02
46.329914,-17.802671,1133,1133,HUVEC-24,4,M19
41.996746,-38.35135,1130,1130,RPE-09,1,J07
-4.960185,3.5811453,1125,1125,U2OS-04,1,H11
25.527891,-39.009186,1130,1130,HUVEC-12,4,C22
0.18462926,-51.959972,1128,1128,HUVEC-12,4,C07
34.110157,37.183174,1129,1129,HUVEC-11,1,F19
-23.600878,-54.76839,1135,1135,HUVEC-16,4,M11
-32.76799,20.192272,1125,1125,HUVEC-01,2,M19
-1.8366503,48.411156,1124,1124,RPE-02,3,M11
-22.47659,-58.182343,1135,1135,HUVEC-12,2,C22
-3.6632142,-6.693294,1138,1138,HUVEC-16,4,B02
-30.162493,0.19401364,1123,1123,HEPG2-09,3,M07
-1.0461688,-45.704857,1117,1117,HUVEC-19,2,C22
-23.94227,-9.510329,1136,1136,HEPG2-04,1,C19
-54.913555,-22.565498,1109,1109,HUVEC-14,3,J22
-10.023054,-32.87162,1117,1117,U2OS-03,1,C03
-26.076353,-44.786137,1135,1135,U2OS-02,1,H22
-19.122795,42.285133,1137,1137,U2OS-02,4,F11
26.18219,-21.541452,1130,1130,HEPG2-09,1,C19
12.973495,-37.97407,1128,1128,HUVEC-05,2,M22
2.0910833,25.159067,1126,1126,HEPG2-02,4,H11
